steamid,num_games_owned,num_reviews,playtime_forever(min),playtime_last_two_weeks(min),playtime_at_review(min),last_played,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,review_length,review_updated,timestamp_dev_responded, developer_response
76561198018152706,273,32,4796,52,4744,2023-04-30 23:34:43,137528594,schinese,我能在麻将馆打一整天的麻将;;这作的八神可谓是如龙系列性能最强主角 你在他一人身上就能体会到;秋山一般灵活 古村一般邪恶 冴島一般蓄力霸体高追踪...;攻速开局满 有了新的致命攻击反击 从黑岩哪里偷学了踩脸极和舞空（又被桑名学过去了）;八神前作吃的鳖 制作组和八神都在游戏空白期那三年都想出了新对策，;也证明了下功夫打磨打磨龙引擎 战斗就可以很爽 我甚至PS4PC玩了两遍...;;这个游戏剧情上大冲突[八神作为法外之法的受害人 见不得桑名这么乱来];这么个设定一代的时候也只是带了一下 后期八神和桑名变成了泽老师复读机和楠本复读机;在我们知道桑名的过去后 八神父母的事基本没怎么提 带了一句杉浦的姐姐;导致前年刚发售预告片大家看到八神遇见某人倒下后痛苦的表情打出了“跟野兽先辈一样”的弹幕;主角可以魔怔 但是编剧得告诉我为什么这么魔怔;不过这系列剧情高开低走我也习惯了 也不知是否名越跑路的原因...;;这时候再看维新极和海腾dlc 系列前景一片大好啊!（）,2023-04-30 12:15:25,2023-04-30 12:15:25,True,0,0,0,0,True,False,False,True,,430,False,,
76561198049835034,672,108,2729,1816,2729,2023-04-30 01:06:16,137500222,schinese,说真的，这游戏后半段剧情我真的有些许不适。;;正如桑名所说：你只会提这件事[spoiler]（泽老师的死）[/spoiler]。;;而游戏的最后，相马和坂东被捕了，江原和楠本玲子自首了，[spoiler]泽老师可以瞑目了[/spoiler]，法律的正义得到了伸张，一切都很完美。;;真的是这样吗。;;直到最后，御子柴都没有被法律认定霸凌导致了敏郎的死，从法律角度而言，他依然是一个“优秀的学生，受欢迎的教师，谋杀案的不幸遇难者”，敏郎的正义呢？;充在病床上一躺13年，而导致这一切的元凶都能逍遥法外，一点愧疚之心都没有，充的正义呢？;其他被霸凌致死者的正义呢？;;八神希望为[spoiler]（泽老师的死）[/spoiler]讨回公道，没有问题；;于是他一个劲的地劝江原/楠本玲子自首，他不能接受法外私刑，没有问题；;但他只顾着将[spoiler]（泽老师的死）[/spoiler]归咎到桑名/江原/楠本，让他们受到法律应有的制裁，却从来没有想过，敏郎们也需要法律讨回公道，御子柴们也应该受到法律的制裁。;甚至于，他手上有霸凌的关键证据：泽老师的录音，他完全可以在庭下会面的时候以此对江原说，我会利用它来为敏郎的死翻案，让御子柴钉在法律的耻辱柱上，以此换取江原对法律重拾信心，换取江原主动上诉、自首、帮助泽老师的案子，这是完全合情合理的选择。但他没这么做，他的选择居然是在法庭上拿出来，以删除为要挟，逼迫江原承认罪行！你真就不把敏郎遭遇的不公和御子柴的不法放在心上吗？;他只想着泽老师，也许是因为觉得是自己拖泽老师下水的，但是这就无视了其他的受害者，以及作恶的源头了吗。;这是不是双标？;就因为霸凌者已经死了，所以他们就不需要承担法律的谴责了？;;江原：我凭什么要给这种不能给敏郎正义的法律收拾烂摊子。;;作为对比，我第一反应就是少包血祭坛篇章里的类似桥段，[spoiler]恶行的源头阳企山，木铁影，瞎子吴勇，以及包拯最尊敬的老师应钧，一个个死状凄惨，展俊就像泽老师一样遭受无妄之灾，但当侉仡族的遗址被发现时，包拯第一反应就是“更应该为他们讨回公道”，而他也确实做到了：他让法外处刑的蒙放和常雨伏法，同时也公开了侉仡族灭绝的真相。这才是真正维护法律应该做的。[/spoiler]八神做了什么？;;八神：法律也许还不完善，但一定会慢慢变好。;所以，在这个过程中，江原和楠本玲子们就活该承受白发人送黑发人的痛苦，守着瘫痪/死亡的子女，眼睁睁的看着仇人不受任何制裁地在他们面前逍遥，却什么也不能做？;凭，什，么！;;而在最后，霸凌依然在发生，少数的学生愿意站出来，改变不了整体态势，阻止不了霸凌悲剧的重演，桑名们依然会出现，而八神，他的那句“法律不能守护的人，就由我来守护”的口号，也仅仅只能作为口号和马后炮了。,2023-04-30 02:00:56,2023-04-30 09:59:28,True,16,0,0.689093232154846191,0,False,False,False,True,,1154,True,,
76561199225952711,18,3,5150,1025,5150,2023-04-29 03:35:27,137469255,schinese,从第一作过来，确实好玩，这作丰富性更强，很多细节，同样 主线剧情代入感很强,2023-04-29 16:24:12,2023-04-29 16:24:12,True,0,0,0,0,True,False,False,True,,37,False,,
76561198951031873,26,4,9746,2089,9187,2023-05-02 21:47:10,137368270,schinese,没玩过前作审判之眼，听说这作战斗比较好就直接买了，打折入手，玩了153h，有以下几点体会;;1.战斗确实很爽，八神四个风格各有千秋，都很强力。圆舞闪避性能拉满，群战给力；一闪蓄力伤害炸裂，蓄力霸体神中神，ex模式打满一套伤害更是逆天数值；流转无敌化劲，万物皆可化，抓取重摔伤害不俗，拔除毒牙伤害高，各种武器极，面对持械敌人首选；拳威更是不必多说，版本之子，单挑王者，结合圆舞精髓和ex模式，直接化身为白金之星，攻速拉满伤害爆炸，三个键都有反击技，痛苦极伤害逆天。全如龙战斗最爽一作，估计没有之一了。;;2.白金难度小很多，都比较人性化，没有0和极2那么令人难受（只玩过这两作），是我首个白金的如龙系列作品。;各类支线也是很有趣，看得出来用心，印象深刻有惠比寿老师、四个女友、河童、前作的四大变态。新加入的青春群像剧也是十分好玩，剧情不错，舞蹈社更是我的心头爱（除了机器人社做全零件要打练习赛刷钱很恶心）体验还是很不错的。;;3.主线剧情主题有深度，校园霸凌无论国内外都是讨论度很高的，对人的影响也是很大。看着剧情里被霸凌的学生，我想起我初中的同学，也是被同班人霸凌，我明白这种无助的滋味，对于桑名的复仇也是理解，甚至是接受，尤其是法律做不到保护之下。后半段八神只会无脑复读泽老师的死，说实话在桑名的动机面前，八神的理由就很苍白无力，明明有更好的处理方式，并不是谁都知道八神前作的心路历程。但是瑕不掩瑜，这作的剧情还是在如龙系列属于TOP级的;;4，名越出走，续作估计渺茫了，但是还是希望能有，毕竟凑个三部曲也好嘛，我也想继续玩八神的故事哈哈，横山能不能si一si，别tm整你那烂活了，真服了。,2023-04-27 20:59:31,2023-04-27 20:59:31,True,1,0,0.523809552192687988,0,True,False,False,True,,696,False,,
76561198301952847,231,62,8427,0,8427,2023-02-20 17:51:29,137365170,schinese,买就对了，审判之眼在ps4玩了两次。ps5玩了一次，审判之逝在ps5玩了一次，上pc再玩一次。,2023-04-27 19:27:06,2023-04-29 00:07:22,True,1,0,0.523809552192687988,0,True,False,False,True,,47,True,,
76561198074349656,174,16,5750,4683,3664,2023-05-03 07:13:40,137304333,schinese,之眼的全面升级，但主线剧情比之眼要薄弱，全篇仍然是围绕着法律和正义，以校园霸凌为引线，逐步推向高潮，主角执着于sawa老师的程度不亚于之眼的久保的女友。然而，除了主线，青春群像剧的加入很大程度上丰富了可玩性，说群像剧是本体都不为过，填补了之眼没有夜店等玩法的孱弱感。;战斗系统也大幅度提升，加入了两个新的流派，渗透进战斗评价的概念，使战斗更具流畅性和可玩性，街头踩明雷也不那么烦躁了，而且主界面又加入了审判挑战，相当于斗技场，可以说审判系列已经成熟，可惜之眼的演员负面影响，木村本人不会再参演了，这个系列可能就到此为止了，但打造的框架体系可以用于全新系列也说不定。,2023-04-26 10:24:00,2023-04-26 10:24:00,True,1,0,0.5,0,False,False,False,True,,282,False,,
76561197980369850,102,16,5699,1145,5320,2023-04-30 19:03:22,137176690,tchinese,[h3]通關資料[/h3];總時數：約 50+ hrs (不含DLC);難度：Hard;===================================;[h3]簡評[/h3];優:;戰鬥系統流暢度提升超多;劇情刻劃引人入勝;與上一代相比，遊戲內容豐富很多;[strike]DLC可以用堂島之龍的流氓和火爆浪子風格在新引擎揍人，還不快去買[/strike];;缺:;BOSS戰的QTE真他媽垃圾;跑酷、隱匿潛入系統可以再加強;;===================================;;從人龍6開始，系列作也跟著邁入新引擎;相較於歷代，這代戰鬥系統是目前我最推薦的點，打架再也不卡手，也不會感受到敵人一直防禦跟石頭一樣的煩悶;多了兩個戰鬥風格，運用各風格打出來的combo真的會玩上癮;也不像人龍7，一場架1分鐘可以解決的事情拖到5分鐘，BOSS戰可以打半小時;;戰鬥系統雖然暢快不少，但BOSS戰的QTE十分讓人詬病;QTE必須在極短且不合理的時間內依序按下按鈕;且若按鍵裡有包含類比搖桿方向部分，常常會因為類比搖桿方向過於靈敏而導致失敗;（你他媽在緊急時刻要按下所有按紐，誰他媽會這麼精準搖下香菇頭方向阿 (╯°Д°)╯~ ╧╧）;一旦QTE失敗基本上主角直死或半殘，而且必須按到過劇情才能繼續;看戲看得正深入往往因為QTE失敗而整個出戲甚至直接ALT+F4;;偵探要素其實少很多，像是跟蹤、拍照、開鎖等，但多了跑酷和隱匿潛入，雖然上述都只有劇情需要才出現;女角攻略部分也少很多，降低女角攻略成分，但多出學校社團經營，整個遊戲的內容相對多出很多;其中拳擊的支線故事，算所有系列作的支線裡做得算不錯的;;主劇情細節不做太多暴雷，說句實話，非常讓人同情加害人，甚至讓人想站在加害人的一方;主角的表現，雖然不像上一代那麼有偵探或律師的感覺，反而有種良師且怎麼什麼都會的感覺xd;劇情的結尾，主角與凶手方倒底誰才是對誰才是錯，挺讓人沈思的,2023-04-23 22:50:31,2023-04-23 22:50:31,True,2,0,0.519685029983520508,0,True,False,False,True,,828,False,,
76561198233847584,313,53,2381,60,2381,2023-04-20 22:03:54,137155789,schinese,剧情虽然略有瑕疵但不影响整体剧本的优秀，依然带给了我引人入胜的日剧体验，甚至在某些方面我觉得更加优于审判之眼，流程体验和玩法方面也好了了太多。,2023-04-23 14:37:35,2023-04-23 14:37:35,True,0,0,0,0,True,False,False,True,,71,False,,
76561198239718626,197,3,3383,0,3383,2023-04-08 02:48:26,137116210,schinese,动作模组比起前作要进步了不少，每次战斗时的流畅感、打击感没得说，可惜就可惜在这作打虎的获取绑定在了剧情里，一直到中后期才能解锁，导致还没能爽几下就已经通关了；剧情方面其实个人觉得比起前作要略显逊色，感觉最后几章的剧情起伏就很草率，比较偏牵强；校园故事篇的一些小故事写的还要更出乎预料而合情合理一些；不过总体上来说还是能让人接受的（如龙7的赵天佑客串登场的时候差点笑喷了。;;最后。。。。泽老师啊，我的泽老师TAT。。。。,2023-04-22 23:03:14,2023-04-22 23:03:14,True,0,0,0,0,False,False,False,True,,210,False,,
76561198095277038,121,29,4717,2670,4717,2023-04-22 14:45:34,137095082,schinese,好耶,2023-04-22 14:45:44,2023-04-22 14:45:44,True,0,0,0,0,True,False,False,True,,2,False,,
76561199474485614,9,6,2354,2354,268,2023-04-28 15:00:54,137094258,schinese,很好玩,2023-04-22 14:20:43,2023-04-22 14:20:43,True,0,0,0,0,False,False,False,True,,3,False,,
76561198930527334,29,4,9139,289,9139,2023-04-21 01:01:42,137013210,schinese,游戏真不错，玩起来很爽，画面不错，用手柄玩很舒服，故事讲的是关于校园暴力的事，还可以与同学互动，可以和妹子谈恋爱，非常推荐,2023-04-21 01:11:53,2023-04-21 01:11:53,True,0,0,0,0,False,False,False,True,,61,False,,
76561198133132664,227,9,2491,266,2468,2023-04-22 17:25:18,137006996,schinese,今天刚通万主线，拿到成就一看惊了，这游戏主线通关成就玩家占比49.1%，经常在steam买rpg的应该知道这个是多高了，剧情是真的做得可以。,2023-04-20 22:53:28,2023-04-20 22:53:28,True,0,0,0,0,True,False,False,True,,71,False,,
76561198325083856,25,9,3160,947,2559,2023-04-26 00:15:37,136986551,schinese,跳舞是真的好玩,2023-04-20 11:08:52,2023-04-20 11:08:52,True,0,0,0,0,True,False,False,True,,7,False,,
76561199237741388,92,29,7309,645,6921,2023-04-21 08:24:49,136959003,schinese,主线故事较一般，没有支线有趣，人物颜值是目前系列最高,2023-04-19 22:28:30,2023-04-19 22:28:30,True,0,0,0,0,False,False,False,True,,26,False,,
76561199089419106,185,35,2747,2105,764,2023-04-30 02:17:15,136943780,schinese,调了一下窗口模式从默认全极高120帧变成了40帧？？？,2023-04-19 14:14:02,2023-04-19 14:14:02,True,0,0,0,0,False,False,False,True,,27,False,,
76561198188363717,137,18,1586,286,1300,2023-04-28 12:09:31,136935650,schinese,上作的剧本真的堪称完美，精彩十足，这作剧本没啥问题，就是叙事节奏很多地方太慢了，反转甚至可以说没有，有好几处强行尬而且毫无意义的情节，八神的人设上甚至还崩掉了，除了剧情不如上作，其他都非常棒，支线量巨大，战斗体验达到了顶峰，已经回不去第一部的战斗节奏了，希望这个系列能继续下去,2023-04-19 09:11:53,2023-04-19 09:11:53,True,3,0,0.541984736919403076,0,False,False,False,True,,138,False,,
76561198216016313,178,7,4747,0,4747,2023-04-16 19:15:36,136798366,schinese,真是好游戏啊，以前基本只玩过欧美式rpg，真的不一样，感觉更细腻,2023-04-16 19:41:55,2023-04-16 19:41:55,True,0,0,0,0,True,False,False,True,,32,False,,
76561198409264412,86,32,3222,547,2137,2023-04-30 09:53:15,136759372,schinese,(),2023-04-16 03:10:20,2023-04-16 03:10:20,True,0,0,0,0,True,False,False,True,,10,False,,
76561199204846414,53,3,5405,0,5405,2023-04-14 17:13:06,136750207,schinese,相较于前作，本作的战斗手感得到了全面的升级，不再是像一拳打下去却滑开了的感觉，而是拳拳到肉，玩起来十分爽快，在战斗系统上，芝士在保留前作圆舞和一闪的同时，加入了拳威和流转两大流派（于我而言流转最为有趣好玩），使得本作的战斗系统得到了极大的丰富。;在探索方面，本作保留了如龙系列地图的精致和烟火味，并且加入了横滨地图，在可探索区域上得以大大增加。同时，该有的小游戏也基本上都有（但是和前作一样没有卡拉OK(╥﹏╥)），游戏的可玩性可谓是极高。;在支线方面，本作增加了青春群像剧（大爱），支线任务相比于前作大大升级，有趣而又不失感动与思考，就是个别任务有些难（点名一下飙车族），总体来说，支线任务的质量很高。;而在主线剧情方面，或许是前作的剧情太好，本作的剧情相形见绌，显得有些平庸，但就总体来说还算是差强人意吧。本作的主线剧情中细节处理得不是很好（如龙一贯的传统？），就比如替香田发声的那一段，松井、茜他们那一群人居然认不出本班同学的声音？？？这个实在有些离谱了。同时，八神后期一口一个泽老师也有些烦人（或许是之前寺泽的死所带来的创伤？）。但是抛开这些细节来看，本作以调查校园霸凌为载体，向玩家们展露了对于正义的思考——以暴制暴or发掘真相，同时，值得一提的是，本作的重要人物大多可以看出其中与校园霸凌对应的地方，不管是那些被霸凌者们，还是相悖于司法正义的桑名，潜入黑恶势力的相马，政坛中的楠本，这些不都是所谓的“羊群中的黑羊”吗？;从整体来看，本作在除了剧情不如前作（剧情也算过得去），其他方面在前作的基础上进行了巨大的升级，值得一试。;,2023-04-16 00:18:04,2023-04-16 00:18:04,True,1,0,0.519999980926513672,0,False,False,False,True,,669,False,,
76561198099399944,62,6,2764,0,2764,2023-04-15 13:56:28,136723864,schinese,还有续作吗叠,2023-04-15 14:36:58,2023-04-15 14:36:58,True,0,0,0,0,True,False,False,True,,10,False,,
76561198202333860,138,10,3790,740,2405,2023-04-25 02:21:46,136690846,tchinese,作為打完1代迅速去玩2代的玩家，我認為2代比一代劇情真的好很多;很難得有這種沒有標準答案，可以讓玩家思考的劇情了;小吐槽一下這代被打的那個痛苦狀態真的很痛苦，如果接著玩的話會覺得這代八神真的很不耐打。;上一代圓舞太弱，基本上一閃能由開始打到結局。這代則是圓舞能夠應付70%場景，30%是一閃跟流轉;這集流轉在開始使用時確實好爽，但是到後面就發現連段過慢而且比起另外兩個戰鬥模式更難抓人所以在後面基本沒再用流轉打人的。;最後大直路打爽的時候突然進入調查跟門鎖真的有點出戲，感覺有點差。;下面有1+2代劇情小暴雷;[spoiler]個人觀感劇情比1代更寫實更能共鳴，比起影響世界的ADDC9。這種正義理念衝突才更像是現實會出現的情況[/spoiler];[spoiler]八神與桑名後面的理念衝突以及後續的製作組想給玩家思考的東西實在很優秀[/spoiler];[spoiler]撇除八神一直在澤老師bot真的會有點不耐煩，但是站在八神眼中，澤老師就是桑名最軟那一塊吧[/spoiler];[spoiler] 阿隆，你和桑名講的意思我都知道。但是你們兩個真的會有一方是完全正確的嗎？ [/spoiler],2023-04-15 00:47:33,2023-04-15 15:16:01,True,0,0,0,0,True,False,False,True,,502,True,,
76561198371706492,221,36,2982,0,2982,2023-04-14 12:06:42,136663495,schinese,青春校园群像剧比主线优秀系列，这就是青春！,2023-04-14 12:41:05,2023-04-14 12:41:05,True,1,0,0.52173912525177002,0,True,False,False,True,,21,False,,
76561198202421993,32,1,3080,214,1854,2023-04-22 17:04:05,136572819,schinese,泽老师好漂亮,2023-04-12 21:10:06,2023-04-12 21:10:06,True,0,0,0,0,False,False,False,True,,6,False,,
76561198431639979,56,5,6184,0,4317,2023-04-18 00:08:33,136560368,schinese,剧情不如第一部紧凑，但是战斗方面提升了很多，招式也很多，打击感舒爽很多，畅玩券比较容易收集到。,2023-04-12 14:17:23,2023-04-12 14:17:23,True,0,0,0,0,False,False,False,True,,47,False,,
76561198028826282,679,48,4116,0,4113,2023-04-13 19:14:39,136519902,schinese,让主线故事给拖后腿了，八神在这里应该算是人人喊打的反派思想。感觉可以当成两个游戏玩，或者把校园支线当成主线，超级棒的青春群像剧，一定要全做完，比主线故事强多了，小游戏都很好玩，机器人一开始觉得麻烦，上手后觉得再多些内容和比赛就好了，拳击也挺带感，之后的战斗都用拳击。摩托是比较烦的，赛车方面还是不行，滑板可以，舞蹈和之前差不多，小游戏也是越来越多，比如龙7好玩，玩这游戏还是不习惯回合制，太慢,2023-04-11 20:00:54,2023-04-11 20:00:54,True,0,0,0,0,False,False,False,True,,196,False,,
76561198075483708,69,11,1212,0,1212,2023-04-11 14:27:21,136513000,tchinese,人龍系列必玩作品之一，審判之眼+審判之逝，兩套木村拓哉作品的劇情都非常出色，加上華麗的戰鬥風格動作，十分推薦！,2023-04-11 16:16:50,2023-04-11 16:16:50,True,0,0,0,0,True,False,False,True,,55,False,,
76561198282639394,92,5,3228,0,3228,2023-04-10 22:53:55,136474272,schinese,审判系列这两部作品是真滴上头。比如龙强,2023-04-10 22:59:22,2023-04-10 22:59:22,True,0,0,0,0,True,False,False,True,,19,False,,
76561198171333021,334,11,4103,0,4103,2023-04-10 13:29:35,136453997,schinese,感觉剧情上略逊于前作但是依旧很出色，内容比起前作丰富了许多，青春群像剧非常有意思，一本满足。;另外，流转风格真滴无敌（,2023-04-10 13:32:13,2023-04-10 13:32:13,True,0,0,0,0,True,False,False,True,,59,False,,
76561198315499839,41,2,4073,0,4073,2023-04-09 22:24:37,136414748,schinese,好玩，希望有生之年能玩到审判三,2023-04-09 22:45:16,2023-04-09 22:45:16,True,0,0,0,0,True,False,False,True,,15,False,,
76561198043112919,105,8,2323,1264,523,2023-05-02 00:48:45,136410798,schinese,在ps5玩了第一代，觉得剧情很赞忍不住玩第二代。第二代转pc吧，有些任务太烦太重复，在pc修改一下物品数目省点时间。第二代战斗手感好了很多，画面也有进步，我很喜欢,2023-04-09 21:33:09,2023-04-09 21:33:09,True,0,0,0,0,True,False,False,True,,81,False,,
76561198281763560,224,14,3773,564,2414,2023-04-25 22:45:34,136403941,schinese,主线前半段的展开紧凑而有趣，让我直接放弃了支线一心推理；可惜后半段八神与阴暗面的对戏并不出彩，东彻和海藤哥的小互动反倒更意思。主线的对话和演出，特别是后半段反复强调身故的部分，让八神所求的“真”并不能和桑名的“理”并驾齐驱。八神越是强调，求真路下的基石越是单薄；桑名坦坦荡荡照单全收，堕入水面下的社会，倒让人更加揪心。不过话又说回来，如龙系列玩得不少，真的少有这么想看主线的作品了，可惜不会再有续作。值得一玩。,2023-04-09 19:05:03,2023-04-09 19:05:03,True,0,0,0,0,True,False,False,True,,205,False,,
